0,2.000000,0.000000,1.000000
1,649.000000,129.000000,86.000000
2,417.000000,248.000000,154.000000
3,631.000000,253.000000,299.000000
4,923.000000,965.000000,294.000000
5,1536.000000,736.000000,509.000000
6,1916.000000,1099.000000,654.000000
7,2353.000000,634.000000,717.000000
8,2639.000000,2729.000000,601.000000
9,3973.000000,1875.000000,601.000000
10,3490.000000,2947.000000,1045.000000
11,151824.000000,2916.000000,725.000000
12,94587.000000,2431.000000,1022.000000
13,89568.000000,3445.000000,904.000000
14,4808.000000,3846.000000,1079.000000
15,208818.000000,3953.000000,1575.000000
16,34148.000000,5683.000000,1830.000000
17,59874.000000,4750.000000,1359.000000
18,459357.000000,5438.000000,1168.000000
19,66745.000000,98933.000000,1134.000000
20,142029.000000,3147.000000,1533.000000
21,268008.000000,22741.000000,1573.000000
22,284508.000000,5375.000000,1143.000000
23,227621.000000,6236.000000,1183.000000
24,264613.000000,162056.000000,1400.000000
25,141872.000000,111878.000000,1049.000000
26,448439.000000,123422.000000,1433.000000
27,108356.000000,55653.000000,1876.000000
28,565220.000000,88727.000000,1514.000000
29,503328.000000,297370.000000,1458.000000
30,495001.000000,436957.000000,1723.000000
31,165932.000000,369063.000000,2425.000000
32,119942.000000,532865.000000,1600.000000
33,422267.000000,440799.000000,4144.000000
34,902343.000000,220757.000000,3030.000000
35,346997.000000,124859.000000,1873.000000
36,123989.000000,533997.000000,2985.000000
37,230659.000000,114517.000000,1849.000000
38,733446.000000,482520.000000,2063.000000
39,285286.000000,349283.000000,2006.000000
40,294233.000000,494806.000000,3624.000000
