0,5.000000,2.000000,3.000000
1,2062.000000,415.000000,359.000000
2,1027.000000,688.000000,659.000000
3,2265.000000,1781.000000,1375.000000
4,3501.000000,1742.000000,1871.000000
5,4722.000000,2838.000000,1398.000000
6,8111.000000,3832.000000,2838.000000
7,8680.000000,6747.000000,3420.000000
8,9427.000000,5262.000000,3896.000000
9,8503.000000,4796.000000,2844.000000
10,7751.000000,4061.000000,3140.000000
11,5602.000000,4303.000000,2143.000000
12,6355.000000,4321.000000,1973.000000
13,4103.000000,3347.000000,1417.000000
14,6981.000000,4511.000000,1372.000000
15,6211.000000,4935.000000,2587.000000
16,8515.000000,5312.000000,2179.000000
17,5816.000000,3504.000000,1397.000000
18,8452.000000,5925.000000,4396.000000
19,3941.000000,5148.000000,4131.000000
20,9518.000000,7486.000000,3509.000000
21,10787.000000,6317.000000,2769.000000
22,11385.000000,6369.000000,4024.000000
23,11812.000000,5298.000000,3703.000000
24,8958.000000,7803.000000,4468.000000
25,9819.000000,9938.000000,5197.000000
26,14608.000000,7552.000000,5560.000000
27,11730.000000,10029.000000,5439.000000
28,10567.000000,7763.000000,6428.000000
29,14709.000000,8691.000000,4910.000000
30,12552.000000,6541.000000,7367.000000
31,15538.000000,11211.000000,4622.000000
32,14129.000000,10280.000000,6325.000000
33,15378.000000,16922.000000,4851.000000
34,14532.000000,12567.000000,7083.000000
35,19117.000000,8149.000000,5571.000000
36,18276.000000,11742.000000,4192.000000
37,12939.000000,10627.000000,9764.000000
38,17606.000000,15959.000000,8297.000000
39,14451.000000,15210.000000,8202.000000
40,17402.000000,14907.000000,5320.000000
