0,5.000000,3.000000,3.000000
1,572.000000,445.000000,388.000000
2,717.000000,2193.000000,676.000000
3,943.000000,2520.000000,1823.000000
4,1994.000000,3196.000000,2380.000000
5,5131.000000,3671.000000,3930.000000
6,3509.000000,3668.000000,6846.000000
7,7463.000000,5972.000000,6410.000000
8,8376.000000,8602.000000,6565.000000
9,8355.000000,6043.000000,4731.000000
10,3799.000000,5248.000000,4980.000000
11,4503.000000,5273.000000,4952.000000
12,6317.000000,4852.000000,1519.000000
13,1279.000000,3178.000000,3626.000000
14,3784.000000,5358.000000,6627.000000
15,6934.000000,7117.000000,7210.000000
16,7198.000000,7125.000000,6563.000000
17,8647.000000,8405.000000,7604.000000
18,2426.000000,4762.000000,8612.000000
19,8015.000000,9392.000000,10756.000000
20,9352.000000,9542.000000,9209.000000
21,9692.000000,8730.000000,9640.000000
22,11482.000000,9632.000000,6578.000000
23,12338.000000,12594.000000,10230.000000
24,13442.000000,13242.000000,11698.000000
25,10033.000000,12624.000000,12480.000000
26,11716.000000,8679.000000,2239.000000
27,13179.000000,13973.000000,13471.000000
28,12043.000000,7630.000000,13390.000000
29,14459.000000,14881.000000,11008.000000
30,2215.000000,13116.000000,16070.000000
31,16290.000000,15245.000000,14518.000000
32,13951.000000,17248.000000,17013.000000
33,8545.000000,11859.000000,22493.000000
34,22513.000000,20201.000000,15102.000000
35,18673.000000,18559.000000,17335.000000
36,18564.000000,19020.000000,19504.000000
37,19207.000000,19514.000000,19216.000000
38,14680.000000,18374.000000,21401.000000
39,18523.000000,23101.000000,19141.000000
40,20383.000000,14252.000000,18267.000000
